Mes,ID_SKU,Descripcion_SKU,Grupo_Producto,Unidad_Medida,Prioridad_Cliente,Demanda_Real,Pronostico_30_dias,Demanda_Diaria_Proyectada,Desviacion_Demanda_Mensual,Desviacion_Demanda_Diaria,LeadTime_Proveedor_dias,Transito_dias,LeadTime_Total_dias,MOQ,Inventario_Actual,Recepciones_Planificadas,Fecha_Recepcion_Planificada,Fecha_Recepcion_Ajustada,Dias_Hasta_Recepcion,Vida_Util_dias,Demanda_Durante_LeadTime,Dias_Inventario_Proyectados,Demanda_Hasta_Recepcion,Inventario_Despues_Espera_Recepcion,Riesgo_Quiebre_Antes_Recepcion,Inventario_Despues_Recepcion,Cobertura_MOQ_dias,Riesgo_Caducidad_MOQ,Riesgo_Caducidad_Inventario,Nivel_Servicio,Z,Stock_Seguridad,Punto_Reorden,Cantidad_Recomendada,Accion_Final
2025-07-01,SKU0011,Surfactants Grade A,Surfactants,kg,Medium,251,253.33334147017996,8.444444715672665,57.72886818760803,10.539801108531764,54,4,58,7149,216,29,2025-07-08,2025-08-08,8,1095,489.77779350901454,25.578946546847508,67.55555772538132,148.44444227461867,No,177.44444227461867,846.5920780713557,Sin riesgo,No,0.95,1.645,132.0420671396753,621.8198606486899,7149,Reabastecer
2025-07-01,SKU0012,Intermediates Grade C,Intermediates,kg,Medium,482,397.88886720893913,13.262962240297972,80.29667213250843,14.660099539857107,58,6,64,8276,31,351,2025-07-08,2025-08-08,8,730,848.8295833790702,2.3373360670371284,106.10369792238377,-75.10369792238377,Alto,275.8963020776162,623.9933319612669,Sin riesgo,No,0.95,1.645,192.92690994451954,1041.7564933235897,8276,Urgente - Riesgo de quiebre
2025-07-01,SKU0013,Solvents Grade B,Solvents,kg,Medium,283,321.22223233090244,10.707407744363415,48.539102221244725,8.861987069208283,24,2,26,3993,211,309,2025-07-08,2025-08-08,8,540,278.3926013534488,19.70598346841461,85.65926195490732,125.34073804509268,No,434.3407380450927,372.9193933145949,Sin riesgo,No,0.95,1.645,74.33334701693944,352.72594837038827,0,OK
2025-07-01,SKU0014,Intermediates Grade A,Intermediates,litre,Medium,357,292.11112018240283,9.737037339413428,66.03399797747286,12.056103418170801,57,7,64,3893,624,363,2025-07-08,2025-08-08,8,540,623.1703897224594,64.08520150931152,77.89629871530742,546.1037012846925,No,909.1037012846925,399.8136049290861,Sin riesgo,No,0.95,1.645,158.65832098312774,781.8287107055871,0,OK
2025-07-01,SKU0015,Solvents Grade A,Solvents,litre,Medium,465,459.99999129333895,15.333333043111299,87.98617315616511,16.064003928729047,39,6,45,7679,497,234,2025-07-08,2025-08-08,8,730,689.9999869400085,32.41304409175954,122.66666434489039,374.33333565510964,No,608.3333356551096,500.80435730507344,Sin riesgo,No,0.95,1.645,177.26621056690416,867.2661975069127,7679,Reabastecer
2025-07-01,SKU0016,Solvents Grade B,Solvents,litre,Low,209,176.99999564692797,5.899999854897599,32.437289926530205,5.922211799031896,27,10,37,8579,448,125,2025-07-08,2025-08-08,8,730,218.29999463121118,75.93220525727887,47.19999883918079,400.8000011608192,No,525.8000011608192,1454.0678323709717,Negociar MOQ - Alto riesgo de caducar,No,0.95,1.645,59.258506205469814,277.558500836681,0,OK
2025-07-01,SKU0017,Additives Grade C,Additives,kg,High,1367,1584.8883213912063,52.82961071304021,310.1674099937358,56.628562352174136,29,14,43,4909,1432,1220,2025-07-08,2025-08-08,8,540,2271.6732606607293,27.10601082749474,422.6368857043217,1009.3631142956783,No,2229.3631142956783,92.92137370961709,Sin riesgo,No,0.95,1.645,610.8515303858546,2882.524791046584,4909,Reabastecer
2025-07-01,SKU0018,Packaging Grade A,Packaging,kg,Low,134,133.1111149382852,4.437037164609507,26.86509507396788,4.904872860511042,37,1,38,5326,137,148,2025-07-08,2025-08-08,8,1095,168.60741225516125,30.87645988019509,35.49629731687605,101.50370268312395,No,249.50370268312395,1200.3505497950296,Negociar MOQ - Alto riesgo de caducar,No,0.95,1.645,49.73767212307207,218.3450843782333,0,OK
2025-07-01,SKU0019,Packaging Grade C,Packaging,kg,Medium,572,563.2222422493585,18.774074741645283,152.30466542792152,27.806900289383275,21,4,25,5942,1359,574,2025-07-08,2025-08-08,8,365,469.3518685411321,72.38705601748887,150.19259793316226,1208.8074020668378,No,1782.8074020668378,316.500284662192,Sin riesgo,No,0.95,1.645,228.71175488017744,698.0636234213096,0,OK
2025-07-01,SKU0020,Solvents Grade B,Solvents,litre,Medium,296,263.16511895972667,8.772170631990889,90.14562292942088,16.458263712932915,52,1,53,3149,602,89,2025-07-08,2025-08-08,8,1095,464.9250434955171,68.6261160726388,70.17736505592711,531.8226349440729,No,620.8226349440729,358.9761453699993,Sin riesgo,No,0.95,1.645,197.1005580458163,662.0256015413335,3149,Reabastecer
2025-07-01,SKU0021,Additives Grade C,Additives,kg,Medium,649,543.22224473942,18.107408157980668,87.77755977469413,16.025916510452685,47,9,56,3154,750,269,2025-07-08,2025-08-08,8,1095,1014.0148568469174,41.41951147599468,144.85926526384534,605.1407347361546,No,874.1407347361546,174.18285226038296,Sin riesgo,No,0.95,1.645,197.279878451909,1211.2947352988265,3154,Reabastecer
2025-07-01,SKU0022,Surfactants Grade C,Surfactants,kg,Medium,270,363.6666230129355,12.122220767097849,88.76742395471189,16.206640157206714,57,5,62,9046,83,115,2025-07-08,2025-08-08,8,365,751.5776875600666,6.8469302444382745,96.97776613678279,-13.97776613678279,Alto,101.02223386321721,746.2329035082968,Negociar MOQ - Alto riesgo de caducar,No,0.95,1.645,209.92044408400517,961.4981316440717,9046,Urgente - Riesgo de quiebre
2025-07-01,SKU0023,Intermediates Grade A,Intermediates,kg,High,769,774.5108078339197,25.817026927797322,124.80295580545271,22.785798045988926,24,9,33,8204,1274,563,2025-07-08,2025-08-08,8,1095,851.9618886173116,49.347277808672764,206.53621542237858,1067.4637845776215,No,1630.4637845776215,317.77477797672793,Sin riesgo,No,0.95,1.645,215.32136091717013,1067.2832495344817,0,OK
2025-07-01,SKU0024,Intermediates Grade C,Intermediates,litre,Low,82,92.33333396070442,3.0777777986901476,17.09483352751156,3.121075313271231,46,12,58,8160,14,37,2025-07-08,2025-08-08,8,540,178.51111232402855,4.548736431186869,24.62222238952118,-10.62222238952118,Alto,26.37777761047882,2651.263519891775,Negociar MOQ - Alto riesgo de caducar,No,0.95,1.645,39.10066535594731,217.61177767997586,8160,Urgente - Riesgo de quiebre
2025-07-01,SKU0025,Intermediates Grade A,Intermediates,litre,High,838,782.1111068008662,26.07037022669554,105.69053358219409,19.296363119241665,23,3,26,7435,649,328,2025-07-08,2025-08-08,8,540,677.8296258940841,24.89416123962202,208.56296181356433,440.43703818643564,No,768.4370381864356,285.1896591935126,Sin riesgo,No,0.95,1.645,161.85571528210394,839.685341176188,7435,Reabastecer
2025-07-01,SKU0026,Packaging Grade B,Packaging,litre,Medium,108,195.88888923393424,6.529629641131141,39.49978902897245,7.211641822621098,52,5,57,6988,80,87,2025-07-08,2025-08-08,8,365,372.18888954447505,12.251843427086232,52.23703712904913,27.762962870950872,No,114.76296287095087,1070.1985233559824,Negociar MOQ - Alto riesgo de caducar,No,0.95,1.645,89.56482440714842,461.75371395162347,6988,Reabastecer - Negociar MOQ
2025-07-01,SKU0027,Surfactants Grade A,Surfactants,kg,Low,71,61.00000041120182,2.0333333470400605,13.8728351664523,2.5328215857389536,33,11,44,7771,88,51,2025-07-08,2025-08-08,8,730,89.46666726976267,43.27868823284795,16.266666776320484,71.73333322367952,No,122.73333322367952,3821.803252925698,Negociar MOQ - Alto riesgo de caducar,No,0.95,1.645,27.637378052061898,117.10404532182457,0,OK
2025-07-01,SKU0028,Solvents Grade A,Solvents,litre,Low,157,134.44443173222916,4.4814810577409725,26.260447656335014,4.794479850519453,19,4,23,913,150,169,2025-07-08,2025-08-08,8,365,103.07406432804237,33.47107754497842,35.85184846192778,114.14815153807223,No,283.1481515380722,203.7272919904353,Sin riesgo,No,0.95,1.645,37.82433646023955,140.89840078828192,0,OK
2025-07-01,SKU0029,Packaging Grade C,Packaging,litre,Low,157,123.22221853865352,4.107407284621784,21.29162589689508,3.8873012632301998,56,11,67,6069,317,111,2025-07-08,2025-08-08,8,540,275.19628806965954,77.17763981839697,32.85925827697427,284.1407417230257,No,395.1407417230257,1477.5744355137263,Negociar MOQ - Alto riesgo de caducar,No,0.95,1.645,52.34214341978916,327.5384314894487,0,OK
2025-07-01,SKU0030,Solvents Grade C,Solvents,kg,Medium,259,266.4444488175605,8.881481627252017,58.92594222128881,10.758355925615318,27,6,33,6942,24,180,2025-07-08,2025-08-08,8,1095,293.08889369931654,2.702251832212115,71.05185301801613,-47.05185301801613,Alto,132.94814698198388,781.6263424673543,Sin riesgo,No,0.95,1.645,101.66437157300159,394.7532652723181,6942,Urgente - Riesgo de quiebre
2025-07-01,SKU0031,Intermediates Grade A,Intermediates,kg,Low,159,150.22222112216124,5.007407370738708,43.76756790135819,7.990828075570975,42,6,48,6718,0,135,2025-07-08,2025-08-08,8,730,240.35555379545798,0.0,40.05925896590966,-40.05925896590966,Alto,94.94074103409034,1341.6124358599848,Negociar MOQ - Alto riesgo de caducar,No,0.95,1.645,91.07062305705391,331.4261768525119,6718,Urgente - Riesgo de quiebre
2025-07-01,SKU0032,Solvents Grade C,Solvents,kg,Medium,292,315.5555509679504,10.518518365598347,53.4728383802884,9.762759931570656,15,8,23,3207,170,147,2025-07-08,2025-08-08,8,730,241.92592240876198,16.161972065951662,84.14814692478677,85.85185307521323,No,232.85185307521323,304.89084950298223,Sin riesgo,No,0.95,1.645,77.01980776752364,318.9457301762856,3207,Reabastecer
2025-07-01,SKU0033,Solvents Grade A,Solvents,kg,Medium,523,473.0000018491541,15.766666728305136,47.499239759998034,8.672135026965732,28,9,37,9839,604,304,2025-07-08,2025-08-08,8,365,583.36666894729,38.30866792634539,126.13333382644109,477.8666661735589,No,781.8666661735589,624.0380525286628,Negociar MOQ - Alto riesgo de caducar,No,0.95,1.645,86.77463500952935,670.1413039568193,0,OK
2025-07-01,SKU0034,Intermediates Grade A,Intermediates,kg,High,598,808.8888138562844,26.962960461876147,131.86984323777577,24.076029265333293,31,13,44,3677,0,407,2025-07-08,2025-08-08,8,540,1186.3702603225504,0.0,215.70368369500918,-215.70368369500918,Alto,191.29631630499082,136.37226539715607,Sin riesgo,No,0.95,1.645,262.7103016434502,1449.0805619660005,3677,Urgente - Riesgo de quiebre
2025-07-01,SKU0035,Packaging Grade B,Packaging,kg,High,581,701.2222577306006,23.374075257686687,195.8026500785364,35.74850942243502,29,3,32,1713,711,732,2025-07-08,2025-08-08,8,1095,747.970408245974,30.418315683576996,186.9926020614935,524.0073979385065,No,1256.0073979385065,73.28632175241546,Sin riesgo,No,0.95,1.645,332.6586567376813,1080.6290649836553,0,OK
2025-07-01,SKU0036,Solvents Grade B,Solvents,kg,Medium,193,219.4444470767482,7.314814902558273,36.030234217636966,6.578190677731422,36,12,48,1356,198,165,2025-07-08,2025-08-08,8,1095,351.1111153227971,27.0683541056865,58.51851922046618,139.48148077953383,No,304.48148077953385,185.37721296621663,Sin riesgo,No,0.95,1.645,74.97094393015054,426.08205925294766,1356,Reabastecer
2025-07-01,SKU0037,Additives Grade A,Additives,litre,High,626,889.2222332883205,29.640741109610683,150.1002997998338,27.404440029552383,57,5,62,5914,342,426,2025-07-08,2025-08-08,8,365,1837.7259487958625,11.538173041466573,237.12592887688547,104.87407112311453,No,530.8740711231145,199.52267651237813,Sin riesgo,No,0.95,1.645,354.962667466829,2192.6886162626915,5914,Reabastecer
2025-07-01,SKU0038,Additives Grade A,Additives,litre,Medium,176,180.22222303926767,6.007407434642256,39.55923828049946,7.222495721317144,29,11,40,5580,217,72,2025-07-08,2025-08-08,8,365,240.29629738569025,36.1220713528851,48.05925947713805,168.94074052286194,No,240.94074052286194,928.8532633599025,Negociar MOQ - Alto riesgo de caducar,No,0.95,1.645,75.14207630290177,315.43837368859204,5580,Reabastecer - Negociar MOQ
2025-07-01,SKU0039,Packaging Grade B,Packaging,kg,Low,77,130.11111258266413,4.337037086088804,32.245585399830745,5.887211501148847,25,8,33,713,70,41,2025-07-08,2025-08-08,8,1095,143.12222384093053,16.140051055714377,34.69629668871043,35.30370331128957,No,76.30370331128957,164.39794861034784,Sin riesgo,No,0.95,1.645,55.633003938509574,198.7552277794401,713,Reabastecer
2025-07-01,SKU0040,Solvents Grade A,Solvents,litre,Medium,325,265.3333455956797,8.844444853189323,77.48003327022748,14.145853992784785,42,4,46,1545,0,289,2025-07-08,2025-08-08,8,365,406.84446324670887,0.0,70.75555882551458,-70.75555882551458,Alto,218.24444117448542,174.6859215751535,Sin riesgo,No,0.95,1.645,157.8243427107304,564.6688059574393,1545,Urgente - Riesgo de quiebre
2025-07-01,SKU0041,Packaging Grade B,Packaging,litre,Medium,216,224.05613392584692,7.4685377975282305,41.90584684742691,7.650925869897489,29,4,33,6635,85,149,2025-07-08,2025-08-08,8,365,246.4617473184316,11.381076497749184,59.748302380225844,25.251697619774156,No,174.25169761977415,888.3934419125393,Negociar MOQ - Alto riesgo de caducar,No,0.95,1.645,72.29976177519535,318.76150909362696,6635,Reabastecer - Negociar MOQ
2025-07-01,SKU0042,Additives Grade B,Additives,kg,Low,120,112.00000002237849,3.733333334079283,23.26872006220654,4.248267620781178,17,7,24,3746,92,27,2025-07-08,2025-08-08,8,1095,89.60000001790279,24.642857137933305,29.866666672634263,62.13333332736573,No,89.13333332736573,1003.3928569423713,Sin riesgo,No,0.95,1.645,34.236029393997576,123.83602941190037,3746,Reabastecer
2025-07-01,SKU0043,Surfactants Grade B,Surfactants,litre,Medium,399,409.8888886977793,13.662962956592644,19.982214313956515,3.6482365095522002,43,8,51,904,0,362,2025-07-08,2025-08-08,8,730,696.8111107862248,0.0,109.30370365274115,-109.30370365274115,Alto,252.69629634725885,66.164272191326,Sin riesgo,No,0.95,1.645,42.85820477393382,739.6693155601587,904,Urgente - Riesgo de quiebre
2025-07-01,SKU0044,Packaging Grade B,Packaging,kg,Medium,476,553.2222240494395,18.440740801647983,71.09938271336974,12.980911912268489,23,9,32,5299,839,425,2025-07-08,2025-08-08,8,1095,590.1037056527355,45.49708761835758,147.52592641318387,691.4740735868161,No,1116.474073586816,287.3528811557531,Sin riesgo,No,0.95,1.645,120.79420344321773,710.8979090959532,0,OK
2025-07-01,SKU0045,Solvents Grade A,Solvents,litre,Low,24,24.00000025331975,0.8000000084439917,19.611787838497083,3.580606197383445,34,5,39,9975,34,14,2025-07-08,2025-08-08,8,365,31.200000329315674,42.49999955141295,6.400000067551933,27.599999932448068,No,41.59999993244807,12468.749868392475,Negociar MOQ - Alto riesgo de caducar,No,0.95,1.645,36.78364519124709,67.98364552056276,9975,Reabastecer - Negociar MOQ
2025-07-01,SKU0046,Packaging Grade A,Packaging,kg,High,720,644.6666947915843,21.488889826386142,105.82821509933497,19.321500210138197,17,7,24,252,1272,590,2025-07-08,2025-08-08,8,540,515.7333558332674,59.19337901012062,171.91111861108914,1100.088881388911,No,1690.088881388911,11.726990181250311,Sin riesgo,No,0.95,1.645,155.7085165479254,671.4418723811928,0,OK
2025-07-01,SKU0047,Surfactants Grade C,Surfactants,kg,Low,158,133.22222409204895,4.440740803068298,33.079029946814074,6.039376960752994,39,4,43,4439,0,75,2025-07-08,2025-08-08,8,540,190.95185453193682,0.0,35.525926424546384,-35.525926424546384,Alto,39.474073575453616,999.6079926423323,Negociar MOQ - Alto riesgo de caducar,No,0.95,1.645,65.14667697389285,256.09853150582967,4439,Urgente - Riesgo de quiebre
2025-07-01,SKU0048,Solvents Grade B,Solvents,kg,High,1174,861.8888603488173,28.72962867829391,245.54872790910113,44.830859080837676,53,7,60,247,789,449,2025-07-08,2025-08-08,8,365,1723.7777206976345,27.462937611724616,229.83702942635128,559.1629705736487,No,1008.1629705736487,8.597396185166009,Sin riesgo,No,0.95,1.645,571.2399713274818,2295.0176920251165,247,Reabastecer
2025-07-01,SKU0049,Packaging Grade C,Packaging,kg,High,722,720.1110803923958,24.003702679746528,134.52719675465875,24.561193420154122,30,3,33,6337,0,783,2025-07-08,2025-08-08,8,730,792.1221884316354,0.0,192.02962143797222,-192.02962143797222,Alto,590.9703785620278,264.00093704488916,Sin riesgo,No,0.95,1.645,232.09850198371237,1024.2206904153477,6337,Urgente - Riesgo de quiebre
2025-07-01,SKU0050,Intermediates Grade B,Intermediates,kg,Medium,227,227.00000044703484,7.566666681567828,45.917316994789665,8.383316766053875,22,11,33,2561,116,95,2025-07-08,2025-08-08,8,1095,249.7000004917383,15.330396445580524,60.53333345254262,55.46666654745738,No,150.46666654745738,338.4581491132045,Sin riesgo,No,0.95,1.645,79.22071333306714,328.92071382480543,2561,Reabastecer
2025-07-01,SKU0051,Intermediates Grade C,Intermediates,litre,Medium,410,406.3148774765152,13.543829249217174,66.6517483308244,12.168888685983276,14,4,18,7148,477,106,2025-07-08,2025-08-08,8,365,243.78892648590912,35.21899096797683,108.35063399373739,368.6493660062626,No,474.6493660062626,527.7680239813383,Negociar MOQ - Alto riesgo de caducar,No,0.95,1.645,84.9284256114131,328.7173520973222,0,OK
2025-07-01,SKU0052,Packaging Grade C,Packaging,litre,High,708,686.7780221416054,22.892600738053513,182.44283731867603,33.30935248489473,48,4,52,8388,1097,679,2025-07-08,2025-08-08,8,365,1190.4152383787828,47.91941346255596,183.1408059044281,913.8591940955719,No,1592.8591940955719,366.4065999306467,Negociar MOQ - Alto riesgo de caducar,No,0.95,1.645,395.124322728045,1585.5395611068277,0,OK
2025-07-01,SKU0053,Intermediates Grade B,Intermediates,kg,Medium,299,243.11110720280752,8.103703573426918,51.45926112523921,9.395132703614063,18,5,23,8730,0,129,2025-07-08,2025-08-08,8,730,186.3851821888191,0.0,64.82962858741534,-64.82962858741534,Alto,64.17037141258466,1077.28520927478,Negociar MOQ - Alto riesgo de caducar,No,0.95,1.645,74.11954404847415,260.50472623729326,8730,Urgente - Riesgo de quiebre
2025-07-01,SKU0054,Intermediates Grade C,Intermediates,kg,Medium,191,223.7777768631829,7.459259228772764,59.0408521468163,10.779335511712867,53,9,62,2435,268,211,2025-07-08,2025-08-08,8,730,462.47407218391135,35.92850064336653,59.67407383018211,208.32592616981788,No,419.3259261698179,326.4399218902892,Sin riesgo,No,0.95,1.645,139.6219620846605,602.0960342685719,2435,Reabastecer
2025-07-01,SKU0055,Packaging Grade A,Packaging,kg,Medium,570,517.4444417806765,17.24814805935588,87.17313551522369,15.915564243380915,22,6,28,8170,0,126,2025-07-08,2025-08-08,8,365,482.94814566196465,0.0,137.98518447484705,-137.98518447484705,Alto,-11.985184474847046,473.67404151939445,Negociar MOQ - Alto riesgo de caducar,No,0.95,1.645,138.5373761291181,621.4855217910828,8170,Urgente - Riesgo de quiebre
2025-07-01,SKU0056,Surfactants Grade C,Surfactants,litre,Medium,298,287.11111512049206,9.570370504016402,41.73194885882464,7.619176586210076,31,7,38,6337,522,277,2025-07-08,2025-08-08,8,540,363.6740791526233,54.54334289157687,76.56296403213122,445.4370359678688,No,722.4370359678687,662.1478235707331,Negociar MOQ - Alto riesgo de caducar,No,0.95,1.645,77.26196329036351,440.9360424429868,0,OK
2025-07-01,SKU0057,Solvents Grade C,Solvents,litre,Medium,517,501.94245342819534,16.73141511427318,44.42734393241271,8.111286147274237,57,10,67,2099,67,759,2025-07-08,2025-08-08,8,540,1121.004812656303,4.004443111500106,133.85132091418544,-66.85132091418544,Alto,692.1486790858146,125.45262822445856,Sin riesgo,No,0.95,1.645,109.21769991317375,1230.2225125694767,2099,Urgente - Riesgo de quiebre
2025-07-01,SKU0058,Additives Grade B,Additives,kg,High,594,638.7777649960775,21.29259216653592,156.87149730485353,28.640685901159717,19,4,23,7208,358,564,2025-07-08,2025-08-08,8,365,489.7296198303261,16.813359181445442,170.34073733228735,187.65926266771265,No,751.6592626677127,338.52148877055515,Sin riesgo,No,0.95,1.645,225.95046256376148,715.6800823940875,0,OK
2025-07-01,SKU0059,Surfactants Grade A,Surfactants,kg,Low,97,122.00000008599508,4.066666669533169,21.30440747305068,3.8896348490904975,54,5,59,2305,25,65,2025-07-08,2025-08-08,8,540,239.93333350245697,6.147540979273293,32.53333335626535,-7.533333356265352,Alto,57.46666664373465,566.8032782889976,Negociar MOQ - Alto riesgo de caducar,No,0.95,1.645,49.14742183914824,289.0807553416052,2305,Urgente - Riesgo de quiebre
2025-07-01,SKU0060,Additives Grade A,Additives,kg,Medium,530,555.5272760928672,18.51757586976224,46.64570958000555,8.516302449267956,49,5,54,1698,757,430,2025-07-08,2025-08-08,8,1095,999.9490969671609,40.88008092010154,148.14060695809792,608.8593930419021,No,1038.859393041902,91.69666763848403,Sin riesgo,No,0.95,1.645,102.9470387723707,1102.8961357395317,1698,Reabastecer
2025-07-01,SKU0061,Surfactants Grade B,Surfactants,litre,Medium,365,511.8889162219889,17.062963874066295,111.4936968821307,20.355870933995465,48,9,57,3011,923,356,2025-07-08,2025-08-08,8,540,972.5889408217788,54.09376746104771,136.50371099253036,786.4962890074696,No,1142.4962890074696,176.4640669828978,Sin riesgo,No,0.95,1.645,252.80928403003276,1225.3982248518116,3011,Reabastecer
2025-07-01,SKU0062,Packaging Grade B,Packaging,kg,Medium,584,507.2222641800096,16.90740880600032,97.0232503635655,17.71394094219871,22,4,26,2919,814,390,2025-07-08,2025-08-08,8,1095,439.5926289560083,48.144574330699164,135.25927044800255,678.7407295519974,No,1068.7407295519974,172.64620696721238,Sin riesgo,No,0.95,1.645,148.58253671675277,588.1751656727611,0,OK
2025-07-01,SKU0063,Intermediates Grade C,Intermediates,litre,Medium,539,517.7380414395343,17.257934714651142,81.58267789998888,14.894890995834034,36,4,40,8402,885,289,2025-07-08,2025-08-08,8,365,690.3173885860457,51.280759524989875,138.06347771720914,746.9365222827909,No,1035.936522282791,486.8485215016553,Negociar MOQ - Alto riesgo de caducar,No,0.95,1.645,154.9648596438704,845.2822482299161,0,OK
2025-07-01,SKU0064,Solvents Grade C,Solvents,kg,Medium,323,351.6667514281696,11.722225047605654,108.30799703725584,19.774244378502576,49,12,61,4961,75,399,2025-07-08,2025-08-08,8,730,715.0557279039449,6.398102723281129,93.77780038084524,-18.777800380845235,Alto,380.22219961915476,423.21316813596906,Sin riesgo,No,0.95,1.645,254.0567375562804,969.1124654602253,4961,Urgente - Riesgo de quiebre
2025-07-01,SKU0065,Solvents Grade B,Solvents,litre,High,694,679.7777789789484,22.65925929929828,115.82942439447565,21.147462854564495,24,9,33,1268,764,580,2025-07-08,2025-08-08,8,540,747.7555568768432,33.7169008884443,181.27407439438625,582.7259256056137,No,1162.7259256056136,55.95946377820337,Sin riesgo,No,0.95,1.645,199.83941192666282,947.594968803506,0,OK
