Mes,ID_SKU,Descripcion_SKU,Grupo_Producto,Unidad_Medida,Prioridad_Cliente,Demanda_Real,Pronostico_30_dias,Demanda_Diaria_Proyectada,Desviacion_Demanda_Mensual,Desviacion_Demanda_Diaria,LeadTime_Proveedor_dias,Transito_dias,LeadTime_Total_dias,MOQ,Inventario_Actual,Recepciones_Planificadas,Fecha_Recepcion_Planificada,Fecha_Recepcion_Ajustada,Dias_Hasta_Recepcion,Vida_Util_dias,Demanda_Durante_LeadTime,Dias_Inventario_Proyectados,Demanda_Hasta_Recepcion,Inventario_Despues_Espera_Recepcion,Riesgo_Quiebre_Antes_Recepcion,Inventario_Despues_Recepcion,Cobertura_MOQ_dias,Riesgo_Caducidad_MOQ,Riesgo_Caducidad_Inventario,Nivel_Servicio,Z,Stock_Seguridad,Punto_Reorden,Cantidad_Recomendada,Accion_Final
2025-07-01,SKU0030,Solvents Grade C,Solvents,kg,Medium,259,266.4444488175605,8.881481627252017,58.92594222128881,10.758355925615318,27,6,33,6942,24,180,2025-07-08,2025-08-08,8,1095,293.08889369931654,2.702251832212115,71.05185301801613,-47.05185301801613,Alto,132.94814698198388,781.6263424673543,Sin riesgo,No,0.98,2.054,126.94140985467797,420.0303035539945,6942,Urgente - Riesgo de quiebre
2025-07-01,SKU0031,Intermediates Grade A,Intermediates,kg,Low,159,150.22222112216124,5.007407370738708,43.76756790135819,7.990828075570975,42,6,48,6718,0,135,2025-07-08,2025-08-08,8,730,240.35555379545798,0.0,40.05925896590966,-40.05925896590966,Alto,94.94074103409034,1341.6124358599848,Negociar MOQ - Alto riesgo de caducar,No,0.98,2.054,113.71371413932445,354.06926793478243,6718,Urgente - Riesgo de quiebre
2025-07-01,SKU0032,Solvents Grade C,Solvents,kg,Medium,292,315.5555509679504,10.518518365598347,53.4728383802884,9.762759931570656,15,8,23,3207,170,147,2025-07-08,2025-08-08,8,730,241.92592240876198,16.161972065951662,84.14814692478677,85.85185307521323,No,232.85185307521323,304.89084950298223,Sin riesgo,No,0.98,2.054,96.16941346777725,338.09533587653925,3207,Reabastecer
2025-07-01,SKU0033,Solvents Grade A,Solvents,kg,Medium,523,473.0000018491541,15.766666728305136,47.499239759998034,8.672135026965732,28,9,37,9839,604,304,2025-07-08,2025-08-08,8,365,583.36666894729,38.30866792634539,126.13333382644109,477.8666661735589,No,781.8666661735589,624.0380525286628,Negociar MOQ - Alto riesgo de caducar,No,0.98,2.054,108.34960505141233,691.7162739987024,0,OK
2025-07-01,SKU0034,Intermediates Grade A,Intermediates,kg,High,598,808.8888138562844,26.962960461876147,131.86984323777577,24.076029265333293,31,13,44,3677,0,407,2025-07-08,2025-08-08,8,540,1186.3702603225504,0.0,215.70368369500918,-215.70368369500918,Alto,191.29631630499082,136.37226539715607,Sin riesgo,No,0.98,2.054,328.0285468544964,1514.3988071770468,3677,Urgente - Riesgo de quiebre
2025-07-01,SKU0035,Packaging Grade B,Packaging,kg,High,581,701.2222577306006,23.374075257686687,195.8026500785364,35.74850942243502,29,3,32,1713,711,732,2025-07-08,2025-08-08,8,1095,747.970408245974,30.418315683576996,186.9926020614935,524.0073979385065,No,1256.0073979385065,73.28632175241546,Sin riesgo,No,0.98,2.054,415.36831668036314,1163.3387249263371,0,OK
2025-07-01,SKU0036,Solvents Grade B,Solvents,kg,Medium,193,219.4444470767482,7.314814902558273,36.030234217636966,6.578190677731422,36,12,48,1356,198,165,2025-07-08,2025-08-08,8,1095,351.1111153227971,27.0683541056865,58.51851922046618,139.48148077953383,No,304.48148077953385,185.37721296621663,Sin riesgo,No,0.98,2.054,93.61113606840682,444.72225139120394,1356,Reabastecer
2025-07-01,SKU0037,Additives Grade A,Additives,litre,High,626,889.2222332883205,29.640741109610683,150.1002997998338,27.404440029552383,57,5,62,5914,342,426,2025-07-08,2025-08-08,8,365,1837.7259487958625,11.538173041466573,237.12592887688547,104.87407112311453,No,530.8740711231145,199.52267651237813,Sin riesgo,No,0.98,2.054,443.21782308624114,2280.9437718821036,5914,Reabastecer
2025-07-01,SKU0038,Additives Grade A,Additives,litre,Medium,176,180.22222303926767,6.007407434642256,39.55923828049946,7.222495721317144,29,11,40,5580,217,72,2025-07-08,2025-08-08,8,365,240.29629738569025,36.1220713528851,48.05925947713805,168.94074052286194,No,240.94074052286194,928.8532633599025,Negociar MOQ - Alto riesgo de caducar,No,0.98,2.054,93.8248174627114,334.12111484840165,5580,Reabastecer - Negociar MOQ
2025-07-01,SKU0039,Packaging Grade B,Packaging,kg,Low,77,130.11111258266413,4.337037086088804,32.245585399830745,5.887211501148847,25,8,33,713,70,41,2025-07-08,2025-08-08,8,1095,143.12222384093053,16.140051055714377,34.69629668871043,35.30370331128957,No,76.30370331128957,164.39794861034784,Sin riesgo,No,0.98,2.054,69.46516114875298,212.58738498968353,713,Reabastecer
2025-07-01,SKU0040,Solvents Grade A,Solvents,litre,Medium,325,265.3333455956797,8.844444853189323,77.48003327022748,14.145853992784785,42,4,46,1545,0,289,2025-07-08,2025-08-08,8,365,406.84446324670887,0.0,70.75555882551458,-70.75555882551458,Alto,218.24444117448542,174.6859215751535,Sin riesgo,No,0.98,2.054,197.0645592266506,603.9090224733595,1545,Urgente - Riesgo de quiebre
2025-07-01,SKU0041,Packaging Grade B,Packaging,litre,Medium,216,224.05613392584692,7.4685377975282305,41.90584684742691,7.650925869897489,29,4,33,6635,85,149,2025-07-08,2025-08-08,8,365,246.4617473184316,11.381076497749184,59.748302380225844,25.251697619774156,No,174.25169761977415,888.3934419125393,Negociar MOQ - Alto riesgo de caducar,No,0.98,2.054,90.27581196732598,336.7375592857576,6635,Reabastecer - Negociar MOQ
2025-07-01,SKU0042,Additives Grade B,Additives,kg,Low,120,112.00000002237849,3.733333334079283,23.26872006220654,4.248267620781178,17,7,24,3746,92,27,2025-07-08,2025-08-08,8,1095,89.60000001790279,24.642857137933305,29.866666672634263,62.13333332736573,No,89.13333332736573,1003.3928569423713,Sin riesgo,No,0.98,2.054,42.748209346669306,132.34820936457209,3746,Reabastecer
2025-07-01,SKU0043,Surfactants Grade B,Surfactants,litre,Medium,399,409.8888886977793,13.662962956592644,19.982214313956515,3.6482365095522002,43,8,51,904,0,362,2025-07-08,2025-08-08,8,730,696.8111107862248,0.0,109.30370365274115,-109.30370365274115,Alto,252.69629634725885,66.164272191326,Sin riesgo,No,0.98,2.054,53.514135322589695,750.3252461088146,904,Urgente - Riesgo de quiebre
2025-07-01,SKU0044,Packaging Grade B,Packaging,kg,Medium,476,553.2222240494395,18.440740801647983,71.09938271336974,12.980911912268489,23,9,32,5299,839,425,2025-07-08,2025-08-08,8,1095,590.1037056527355,45.49708761835758,147.52592641318387,691.4740735868161,No,1116.474073586816,287.3528811557531,Sin riesgo,No,0.98,2.054,150.82753426891745,740.931239921653,0,OK
2025-07-01,SKU0045,Solvents Grade A,Solvents,litre,Low,24,24.00000025331975,0.8000000084439917,19.611787838497083,3.580606197383445,34,5,39,9975,34,14,2025-07-08,2025-08-08,8,365,31.200000329315674,42.49999955141295,6.400000067551933,27.599999932448068,No,41.59999993244807,12468.749868392475,Negociar MOQ - Alto riesgo de caducar,No,0.98,2.054,45.9292445123535,77.12924484166918,9975,Reabastecer - Negociar MOQ
2025-07-01,SKU0046,Packaging Grade A,Packaging,kg,High,720,644.6666947915843,21.488889826386142,105.82821509933497,19.321500210138197,17,7,24,252,1272,590,2025-07-08,2025-08-08,8,540,515.7333558332674,59.19337901012062,171.91111861108914,1100.088881388911,No,1690.088881388911,11.726990181250311,Sin riesgo,No,0.98,2.054,194.42267051029708,710.1560263435645,0,OK
2025-07-01,SKU0047,Surfactants Grade C,Surfactants,kg,Low,158,133.22222409204895,4.440740803068298,33.079029946814074,6.039376960752994,39,4,43,4439,0,75,2025-07-08,2025-08-08,8,540,190.95185453193682,0.0,35.525926424546384,-35.525926424546384,Alto,39.474073575453616,999.6079926423323,Negociar MOQ - Alto riesgo de caducar,No,0.98,2.054,81.3442398202893,272.29609435222613,4439,Urgente - Riesgo de quiebre
2025-07-01,SKU0048,Solvents Grade B,Solvents,kg,High,1174,861.8888603488173,28.72962867829391,245.54872790910113,44.830859080837676,53,7,60,247,789,449,2025-07-08,2025-08-08,8,365,1723.7777206976345,27.462937611724616,229.83702942635128,559.1629705736487,No,1008.1629705736487,8.597396185166009,Sin riesgo,No,0.98,2.054,713.2686328915792,2437.0463535892136,247,Reabastecer
2025-07-01,SKU0049,Packaging Grade C,Packaging,kg,High,722,720.1110803923958,24.003702679746528,134.52719675465875,24.561193420154122,30,3,33,6337,0,783,2025-07-08,2025-08-08,8,730,792.1221884316354,0.0,192.02962143797222,-192.02962143797222,Alto,590.9703785620278,264.00093704488916,Sin riesgo,No,0.98,2.054,289.80566752251985,1081.9278559541553,6337,Urgente - Riesgo de quiebre
2025-07-01,SKU0050,Intermediates Grade B,Intermediates,kg,Medium,227,227.00000044703484,7.566666681567828,45.917316994789665,8.383316766053875,22,11,33,2561,116,95,2025-07-08,2025-08-08,8,1095,249.7000004917383,15.330396445580524,60.53333345254262,55.46666654745738,No,150.46666654745738,338.4581491132045,Sin riesgo,No,0.98,2.054,98.91753506755008,348.6175355592884,2561,Reabastecer
2025-07-01,SKU0051,Intermediates Grade C,Intermediates,litre,Medium,410,406.3148774765152,13.543829249217174,66.6517483308244,12.168888685983276,14,4,18,7148,477,106,2025-07-08,2025-08-08,8,365,243.78892648590912,35.21899096797683,108.35063399373739,368.6493660062626,No,474.6493660062626,527.7680239813383,Negociar MOQ - Alto riesgo de caducar,No,0.98,2.054,106.04436851418997,349.8332950000991,0,OK
2025-07-01,SKU0052,Packaging Grade C,Packaging,litre,High,708,686.7780221416054,22.892600738053513,182.44283731867603,33.30935248489473,48,4,52,8388,1097,679,2025-07-08,2025-08-08,8,365,1190.4152383787828,47.91941346255596,183.1408059044281,913.8591940955719,No,1592.8591940955719,366.4065999306467,Negociar MOQ - Alto riesgo de caducar,No,0.98,2.054,493.36495980754063,1683.7801981863233,8388,Reabastecer - Negociar MOQ
2025-07-01,SKU0053,Intermediates Grade B,Intermediates,kg,Medium,299,243.11110720280752,8.103703573426918,51.45926112523921,9.395132703614063,18,5,23,8730,0,129,2025-07-08,2025-08-08,8,730,186.3851821888191,0.0,64.82962858741534,-64.82962858741534,Alto,64.17037141258466,1077.28520927478,Negociar MOQ - Alto riesgo de caducar,No,0.98,2.054,92.54805074502487,278.93323293384395,8730,Urgente - Riesgo de quiebre
2025-07-01,SKU0054,Intermediates Grade C,Intermediates,kg,Medium,191,223.7777768631829,7.459259228772764,59.0408521468163,10.779335511712867,53,9,62,2435,268,211,2025-07-08,2025-08-08,8,730,462.47407218391135,35.92850064336653,59.67407383018211,208.32592616981788,No,419.3259261698179,326.4399218902892,Sin riesgo,No,0.98,2.054,174.33648031725997,636.8105525011713,2435,Reabastecer
2025-07-01,SKU0055,Packaging Grade A,Packaging,kg,Medium,570,517.4444417806765,17.24814805935588,87.17313551522369,15.915564243380915,22,6,28,8170,0,126,2025-07-08,2025-08-08,8,365,482.94814566196465,0.0,137.98518447484705,-137.98518447484705,Alto,-11.985184474847046,473.67404151939445,Negociar MOQ - Alto riesgo de caducar,No,0.98,2.054,172.98223134906294,655.9303770110275,8170,Urgente - Riesgo de quiebre
2025-07-01,SKU0056,Surfactants Grade C,Surfactants,litre,Medium,298,287.11111512049206,9.570370504016402,41.73194885882464,7.619176586210076,31,7,38,6337,522,277,2025-07-08,2025-08-08,8,540,363.6740791526233,54.54334289157687,76.56296403213122,445.4370359678688,No,722.4370359678687,662.1478235707331,Negociar MOQ - Alto riesgo de caducar,No,0.98,2.054,96.47177665556634,460.1458558081896,0,OK
2025-07-01,SKU0057,Solvents Grade C,Solvents,litre,Medium,517,501.94245342819534,16.73141511427318,44.42734393241271,8.111286147274237,57,10,67,2099,67,759,2025-07-08,2025-08-08,8,540,1121.004812656303,4.004443111500106,133.85132091418544,-66.85132091418544,Alto,692.1486790858146,125.45262822445856,Sin riesgo,No,0.98,2.054,136.37273897973182,1257.377551636035,2099,Urgente - Riesgo de quiebre
2025-07-01,SKU0058,Additives Grade B,Additives,kg,High,594,638.7777649960775,21.29259216653592,156.87149730485353,28.640685901159717,19,4,23,7208,358,564,2025-07-08,2025-08-08,8,365,489.7296198303261,16.813359181445442,170.34073733228735,187.65926266771265,No,751.6592626677127,338.52148877055515,Sin riesgo,No,0.98,2.054,282.12902742004013,771.8586472503662,7208,Reabastecer
2025-07-01,SKU0059,Surfactants Grade A,Surfactants,kg,Low,97,122.00000008599508,4.066666669533169,21.30440747305068,3.8896348490904975,54,5,59,2305,25,65,2025-07-08,2025-08-08,8,540,239.93333350245697,6.147540979273293,32.53333335626535,-7.533333356265352,Alto,57.46666664373465,566.8032782889976,Negociar MOQ - Alto riesgo de caducar,No,0.98,2.054,61.36705438152612,301.3003878839831,2305,Urgente - Riesgo de quiebre
2025-07-01,SKU0060,Additives Grade A,Additives,kg,Medium,530,555.5272760928672,18.51757586976224,46.64570958000555,8.516302449267956,49,5,54,1698,757,430,2025-07-08,2025-08-08,8,1095,999.9490969671609,40.88008092010154,148.14060695809792,608.8593930419021,No,1038.859393041902,91.69666763848403,Sin riesgo,No,0.98,2.054,128.5429894458659,1128.4920864130268,1698,Reabastecer
2025-07-01,SKU0061,Surfactants Grade B,Surfactants,litre,Medium,365,511.8889162219889,17.062963874066295,111.4936968821307,20.355870933995465,48,9,57,3011,923,356,2025-07-08,2025-08-08,8,540,972.5889408217788,54.09376746104771,136.50371099253036,786.4962890074696,No,1142.4962890074696,176.4640669828978,Sin riesgo,No,0.98,2.054,315.6658172630317,1288.2547580848104,3011,Reabastecer
2025-07-01,SKU0062,Packaging Grade B,Packaging,kg,Medium,584,507.2222641800096,16.90740880600032,97.0232503635655,17.71394094219871,22,4,26,2919,814,390,2025-07-08,2025-08-08,8,1095,439.5926289560083,48.144574330699164,135.25927044800255,678.7407295519974,No,1068.7407295519974,172.64620696721238,Sin riesgo,No,0.98,2.054,185.5249425022554,625.1175714582637,0,OK
2025-07-01,SKU0063,Intermediates Grade C,Intermediates,litre,Medium,539,517.7380414395343,17.257934714651142,81.58267789998888,14.894890995834034,36,4,40,8402,885,289,2025-07-08,2025-08-08,8,365,690.3173885860457,51.280759524989875,138.06347771720914,746.9365222827909,No,1035.936522282791,486.8485215016553,Negociar MOQ - Alto riesgo de caducar,No,0.98,2.054,193.4941165401275,883.8115051261732,0,OK
2025-07-01,SKU0064,Solvents Grade C,Solvents,kg,Medium,323,351.6667514281696,11.722225047605654,108.30799703725584,19.774244378502576,49,12,61,4961,75,399,2025-07-08,2025-08-08,8,730,715.0557279039449,6.398102723281129,93.77780038084524,-18.777800380845235,Alto,380.22219961915476,423.21316813596906,Sin riesgo,No,0.98,2.054,317.22342792741637,1032.2791558313613,4961,Urgente - Riesgo de quiebre
2025-07-01,SKU0065,Solvents Grade B,Solvents,litre,High,694,679.7777789789484,22.65925929929828,115.82942439447565,21.147462854564495,24,9,33,1268,764,580,2025-07-08,2025-08-08,8,540,747.7555568768432,33.7169008884443,181.27407439438625,582.7259256056137,No,1162.7259256056136,55.95946377820337,Sin riesgo,No,0.98,2.054,249.52592832666593,997.2814852035092,0,OK
